"scientificName","genus","family","order","class","phylum","institutionCode","catalogNumber","basisOfRecord","day","month","year","recordedBy","identifiedBy","lifeStage","sex","locality","waterBody","waterBodyType","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferencedby","georeferenceProtocol","georeferenceSources","georeferenceRemarks","municipality","stateProvince","reference","gbifId","subcatchmentId"
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_78","PreservedSpecimen","4","6","1997","Trapero",,"1 adult","1 female","El Moncada",,"river",22.547865,-83.83806,"WGS84",2286,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Viñales","Pinar del Río","newly published in this work",,399839406
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_101","PreservedSpecimen","25","2","1998","Trapero",,"1 adult","1 female","Río Duaba, Baracoa","Duaba river","river",20.374886,-74.525793,"WGS84",320,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Baracoa","Guantánamo","newly published in this work",,422820446
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"1998","Pérez, M. y Rodríguez, O.",,,,"Sector A del Río Cautillo (por encima de la Presa del Río Cautillo)","Cautillo river","river",20.27725,-76.46845,"WGS84",593,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Jiguaní","Granma","Pérez, M., Rodríguez, O. 1998. Estudio de las cuencas de los Ríos Cautillo y Jibacoa. Bachelor degree thesis. Universidad de Oriente, Facultad de Ciencias Naturales y Matemáticas. ",,422836401
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"1998","Pérez, M. y Rodríguez, O.",,,,"Sector C (por debajo de la Presa del Río Cautillo)","Cautillo river","river",20.31107,-76.516,"WGS84",593,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Jiguaní","Granma","Pérez, M., Rodríguez, O. 1998. Estudio de las cuencas de los Ríos Cautillo y Jibacoa. Bachelor degree thesis. Universidad de Oriente, Facultad de Ciencias Naturales y Matemáticas. ",,422830568
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"1998","Pérez, M. y Rodríguez, O.",,,,"Sector F (por debajo del Campismo El Salto del Río Jibacoa)","Jibacoa river","river",20.09783,-77.04571,"WGS84",160,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Manzanillo","Granma","Pérez, M., Rodríguez, O. 1998. Estudio de las cuencas de los Ríos Cautillo y Jibacoa. Bachelor degree thesis. Universidad de Oriente, Facultad de Ciencias Naturales y Matemáticas. ",,422870526
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","24","1","1999","Trapero-Quintana, A.",,,,"Río Los Guaos, Camino viejo al Cobre","Los Guaos river","river",20.047736,-75.863301,"WGS84",105,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","Aldana, M., Fonseca, L. 2001. Caracterización Ecológica de la Macrofauna del Río Mayarí. Bachelor thesis degree. Universidad de Oriente, Facultad de Ciencias Naturales, Departamento de Biología. ",,422879568
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","31","1","1999","Aldana, M., Fonseca, L.",,,,"Piloto Arriba (a 34 km de Mayarí)","Mayarí river","river",20.449417,-75.768496,"WGS84",363,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"San Luis","Santiago de Cuba","Aldana, M., Fonseca, L. 2001. Caracterización Ecológica de la Macrofauna del Río Mayarí. Bachelor thesis degree. Universidad de Oriente, Facultad de Ciencias Naturales, Departamento de Biología. ",,422808653
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","2","2","2000","Aldana, M., Fonseca, L.",,,,"Piloto Abajo (a 30 km de Mayarí)","Mayarí river","river",20.435404,-75.710559,"WGS84",194,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"San Luis","Santiago de Cuba","Aldana, M., Fonseca, L. 2001. Caracterización Ecológica de la Macrofauna del Río Mayarí. Bachelor thesis degree. Universidad de Oriente, Facultad de Ciencias Naturales, Departamento de Biología. ",,422810883
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2001","Aldana, M., Fonseca, L.",,,,"Afluente El Seboruco","Mayarí river","river",20.61298,-75.65504,"WGS84",537,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Mayarí","Holguín","Aldana, M., Fonseca, L. 2001. Caracterización Ecológica de la Macrofauna del Río Mayarí. Bachelor thesis degree. Universidad de Oriente, Facultad de Ciencias Naturales, Departamento de Biología. ",,422783898
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2001","Aldana, M., Fonseca, L.",,,,"Afluente Naranjo","Mayarí river","river",20.45712,-75.65889,"WGS84",255,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Mayarí","Holguín","Aldana, M., Fonseca, L. 2001. Caracterización Ecológica de la Macrofauna del Río Mayarí. Bachelor thesis degree. Universidad de Oriente, Facultad de Ciencias Naturales, Departamento de Biología. ",,422807495
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","27","1","2002","Puerta, Y.",,,,"La Pastora, Río Tayaba ","Táyaba river","river",21.82237,-79.95705,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","Fong, A. 1998. Colección del Departamento de Biología. Departamento de Biología, Univerisdad de Oriente. Santiago de Cuba. ",,422596592
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_204","PreservedSpecimen","19","10","2002","Trapero",,"1 adult","1 female","Rio San Juan(Boniato)","San Juan river","river",20.079822,-75.802151,"WGS84",745,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422873987
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_207","PreservedSpecimen","5","10","2002","Trapero",,"1 adult","1 male","Rio San Juan(Boniato)","San Juan river","river",20.079822,-75.802151,"WGS84",745,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422873987
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2002","Hernández , D.,  Cala, Y.",,,,"Río Sevilla, El Chalet","Sevilla river","river",20.05943,-77.531194,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Niquero","Granma","Hernández Duarte, D., Cala de la Hera, Y. 2005. Caracterizacion de la macrofauna dulceacuícola de invertebrados del río Sevilla, municipio Niquero (Granma). Revista CENIC Ciencias Biológicas. 36: . https://www.redalyc.org/pdf/1812/181220525036.pdf                                                                                                                                                                                                         ",,422877583
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2002","Hernández , D.,  Cala, Y.",,,,"Río Sevilla, Alto Montero","Sevilla river","river",20.002938,-77.442409,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Niquero","Granma","Hernández Duarte, D., Cala de la Hera, Y. 2005. Caracterizacion de la macrofauna dulceacuícola de invertebrados del río Sevilla, municipio Niquero (Granma). Revista CENIC Ciencias Biológicas. 36: . https://www.redalyc.org/pdf/1812/181220525036.pdf                                                                                                                                                                                                         ",,422887342
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2002","Hernández , D.,  Cala, Y.",,,,"Río Sevilla, La Manteca","Sevilla river","river",19.987545,-77.468831,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Niquero","Granma","Hernández Duarte, D., Cala de la Hera, Y. 2005. Caracterizacion de la macrofauna dulceacuícola de invertebrados del río Sevilla, municipio Niquero (Granma). Revista CENIC Ciencias Biológicas. 36: . https://www.redalyc.org/pdf/1812/181220525036.pdf                                                                                                                                                                                                         ",,422889628
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_241","PreservedSpecimen","21","10","2003","Trapero",,"3 larvae","3 females","Itabo, Topes de Collantes",,"general freshwater",21.933333,-80.033333,"WGS84",1204,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","newly published in this work",,422580538
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_242","PreservedSpecimen","21","10","2003","Y.Suarez",,"1 larva","1 female","Rio San Juan(Boniato)","San Juan river","river",20.079822,-75.802151,"WGS84",745,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422873987
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_323","PreservedSpecimen","16","11","2005","Y.Suarez",,"1 larva","1 female","Candelaria, Dos Palmas","Cauto river","river",20.109108,-76.143789,"WGS84",1046,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Palma Soriano","Santiago de Cuba","newly published in this work",,422868083
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","2","12","2005","Deler-Hernández, A., Yoandri S. Megna, González-Lazo, D. ",,,,"Campo Rico, Río Palenque","Cauto river","river",20.085009,-76.185117,"WGS84",1570,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Palma Soriano","Santiago de Cuba","Deler, A., Y. S. Megna, D. D. González, C. N. Carcacés. 2007. Insectos acuáticos y áreas prioritarias para la conservación en la cuenca alta del río Cauto (Santiago de Cuba, Cuba). Boletín de la Sociedad Entomológica Aragonesa. 40: 451-461. http://sea-entomologia.org/Publicaciones/PDF/BOLN40/451_461BSEA40InsectosacuaticosrioCauto.pdf                                                                                                                                                            ",,422873135
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","2","12","2005","Deler-Hernández, A., Yoandri S. Megna, González-Lazo, D. ",,,,"El Sitio","Cauto river","river",20.182927,-76.034468,"WGS84",221,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Palma Soriano","Santiago de Cuba","Deler, A., Y. S. Megna, D. D. González, C. N. Carcacés. 2007. Insectos acuáticos y áreas prioritarias para la conservación en la cuenca alta del río Cauto (Santiago de Cuba, Cuba). Boletín de la Sociedad Entomológica Aragonesa. 40: 451-461. http://sea-entomologia.org/Publicaciones/PDF/BOLN40/451_461BSEA40InsectosacuaticosrioCauto.pdf                                                                                                                                                            ",,422854049
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_388","PreservedSpecimen","12","7","2005","Trapero",,"1 adult","1 male","Univerisidad de Oriente, Beca ( Quintero )",,"general freshwater",20.049444,-75.818044,"WGS84",119,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422880132
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_473","PreservedSpecimen","19","10","2007","Trapero",,"1 adult","1 male","calles San Felix y Santa Lucia, Santiago de Cuba",,"general freshwater",20.019974,-75.828634,"WGS84",55,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422884709
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_575","PreservedSpecimen","10","8","2007","Cabrera",,"1 exuvia","1 male","Reparto Abel Santamaría",,"general freshwater",20.006661,-75.768581,"WGS84",912,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422885639
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2007","Trapero-Quintana, A., Reyes-Tur, B., Mateu, J.",,,,"Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","Trapero-Quintana, A.,  Reyes-Tur, B. 2010. Patrones de emergencia de odonata en las  Cuabas, Santiago de Cuba. Boletin de la Sociedad Entomológica Aragonesa. 46: 273-280. http://sea-entomologia.org/Publicaciones/PDF/BOLN_46/273_280BSEA46EmergenciaOdonatosCuba.pdf                                                                                                                                                              ",,422878020
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_656","PreservedSpecimen","4","10","2008","Jenifer",,"1 exuvia","1 male","Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422878020
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_697","PreservedSpecimen","1","5","2008","Mateu",,"1 exuvia","1 male","El Giro, Dos Palmas",,"general freshwater",20.115377,-76.035779,"WGS84",352,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Palma Soriano","Santiago de Cuba","newly published in this work",,422867412
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_709","PreservedSpecimen","17","5","2008","Trapero",,"1 exuvia","1 male","Las Cuabas",,"pond",20.058889,-75.818889,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422878020
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_745","PreservedSpecimen","8","8","2008","Cabrera",,"1 exuvia","1 male","Sevilla",,"general freshwater",20.01098,-75.730497,"WGS84",301,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422886180
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2010","Trapero-Quintana, A., Reyes-Lafuente, Y.",,,,"Los Cantiles",,"river",20.11222,-76.05611,"WGS84",30,"A, Trapero-Quintana","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Jiguaní","Granma","Trapero-Quintana, A., Reyes Lafuente, Y. . 2013. Diversidad y emergencia de odonatos en los  Cantiles, Provincia Granma, Cuba. Boletin de la Sociedad Entomológica Aragonesa. 53: 217-222. http://sea-entomologia.org/PDF/Boletin53/217222BSEA53OdonatosLosCantilesCuba.pdf                                                                                                                                                                          ",,422865780
"Progomphus integer Hagen in Selys, 1878","Progomphus","Gomphidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","4","7","2015","Torres-Cambas, Y.",,,,"Río Carpintero","Carpintero river","river",19.99358,-75.69604,"WGS84",476,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422888845
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"1888","Gundlach, J.","Gundlach, J.",,,"Valle de Trinidad",,"general freshwater",21.847644,-79.829755,"WGS84",5000,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","Alayo, P . 1968. Las Libélulas de Cuba (Insecta – Odonata). Torreia. 2: 3-102.                                                                                                                                                                                                                                                           ",,422593187
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation","30","5","1959",,"Westfall",,,"Topes de Collantes (Arroyo 7 millas al norte de la carretera Trinidad-Cienfuegos)","Vegas Grandes stream","river",21.908683,-80.023764,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid","same coordinates as  Vegas Grandes por el motel los helechos","Trinidad","Sancti Spíritus","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,422584173
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"5","1959","Westfall, M. J. Jr.",,,,"Arroyo Vegas Grandes cerca del motel Los Helechos, Topes de Collantes","Vegas Grandes stream","river",21.908683,-80.023764,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid","same coordinates as  Vegas Grandes por el motel los helechos","Trinidad","Sancti Spíritus","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,422584173
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Felipe Poey, Universidad de La Habana",,"PreservedSpecimen",,"10","1983",,,,,"Topes de Collantes",,"general freshwater",21.908683,-80.023764,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid","same coordinates as  Vegas Grandes por el motel los helechos","Trinidad","Sancti Spíritus","newly published in this work",,422584173
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","15","12","1998","Trapero-Quintana, A.",,,,"Río Ciego Laya, Manicaragua","Ciego Laya river","river",22.1271,-79.97024,"WGS84",1024,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Manicaragua","Villa Clara","Trapero, A. 1999. Revisión del Orden Odonata en Cuba. Bachelor degree thesis. Universidad de Oriente. ",,422550978
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","16","12","1998",,,,,"Santo Domingo, Afluente del Río Sagua la Grande","Sagua la Grande river","river",22.583745,-80.230682,"WGS84",2680,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santo Domingo","Villa Clara","Aldana, M., Fonseca, L. 2001. Caracterización Ecológica de la Macrofauna del Río Mayarí. Bachelor thesis degree. Universidad de Oriente, Facultad de Ciencias Naturales, Departamento de Biología. ",,422497512
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","7","1","2002","Puerta, Y.",,,,"El Recodo, Río Tayaba ","Táyaba river","river",21.81892,-79.98072,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","Puerta, Y. 2002. Caracterización de la Macrofauna dulceacuícola del Río Tayaba (Sancti Spiritus). Bachelor thesis degree. Departamento de Biología, Univerisidad de Oriente. ",,422597374
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","17","6","2012","Torres-Cambas, Y., Trapero-Quintana, A., Lorenzo-Carballa, O., Cordero Rivera, A.",,,,"Arroyo El Junco, afluente del río Jibacoa, en el puente de la carretera entre Manicaragua y Topes","Jibacoa river","river",21.985242,-79.974525,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Manicaragua","Villa Clara","Torres-Cambas Y,  Trapero-Quintana A.D., Lorenzo-Carballa, M.O.  . 2015. An update on the distribution of threatened odonate species from the Greater Antilles. International Journal of Odonatology. 18: 89–104. https://doi.org/10.1080/13887890.2014.928241                                                                                                                                                                                                              ",,422572980
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,"6-jul","2012","Ramos-Hernández, J. M.","Ramos-Hernández, J. M.",,,"Campiso Planta Cantú",,"river",21.900803,-79.554008,"WGS84",101,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Sancti Spíritus","Sancti Spíritus","Ramos, J. M. ,  Rodríguez, Y. F. 2012. Nueva localidad para el endemismo de Cuba central Microneura caligata Hagen in Selys, 1886 (Odonata: Protoneuridae). Revista de la Sociedad Entomológica Aragonesa. 50: 408. http://sea-entomologia.org/Publicaciones/PDF/BOLN_50/408BSEA50NBMicroneuraCubaCentral.pdf                                                                                                                                                                 ",,422585285
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","14","8","2012","Torres-Cambas, Y., Trapero-Quintana, A., Lorenzo-Carballa, O., Cordero Rivera, A.",,,,"Arroyo La Batata, Topes de Collantes ","La Batata stream","river",21.90675,-80.037167,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","Torres-Cambas Y,  Trapero-Quintana A.D., Lorenzo-Carballa, M.O.  . 2015. An update on the distribution of threatened odonate species from the Greater Antilles. International Journal of Odonatology. 18: 89–104. https://doi.org/10.1080/13887890.2014.928241                                                                                                                                                                                                              ",,422584307
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","15","8","2012","Torres-Cambas, Y., Trapero-Quintana, A., Lorenzo-Carballa, O., Cordero Rivera, A.",,,,"Salto Vegas Grandes, Topes de Collantes","Vegas Grandes river","river",21.914167,-80.0025,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","Torres-Cambas Y,  Trapero-Quintana A.D., Lorenzo-Carballa, M.O.  . 2015. An update on the distribution of threatened odonate species from the Greater Antilles. International Journal of Odonatology. 18: 89–104. https://doi.org/10.1080/13887890.2014.928241                                                                                                                                                                                                              ",,422583277
"Protoneura caligata Hagen in Selys, 1886","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","28","7","2015","Torres-Cambas, Y.",,,,"Poza del Venao",,"river",21.96363,-80.05649,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Cumanayagua","Cienfuegos","newly published in this work",,422575818
"Protoneura capillaris (Rambur 1842)","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,"5-jun","1959","Westfall, M. J. Jr.","M.J.Jr. Westfall",,,"Arroyo Vegas Grandes cerca del motel Los Helechos, Topes de Collantes","Vegas Grandes stream","river",21.908683,-80.023764,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid","same coordinates as  Vegas Grandes por el motel los helechos","Trinidad","Sancti Spíritus","Westfall, M. 1964. Notes on the Odonata of Cuba. Quarterly Journal of the Florida Academy of Science. 27: 67-85. https://www.jstor.org/stable/pdf/24314853.pdf                                                                                                                                                                                                             ",,422584173
"Protoneura capillaris (Rambur 1842)","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"7","1962","Alayo, P.",,,,"Villa Soroa","Manantiales stream","river",22.79444,-83.00806,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid","same coordinates as Soroa, Rio detrás de restaurante a 100m de Villa Soroa","Candelaria","Artemisa","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399728414
"Protoneura capillaris (Rambur 1842)","Protoneura","Coenagrionidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"7","1962","Alayo, P.","Alayo, P.",,,"Soroa",,"general freshwater",22.797003,-83.012461,"WGS84",864,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Candelaria","Artemisa","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399727337
