"scientificName","genus","family","order","class","phylum","institutionCode","catalogNumber","basisOfRecord","day","month","year","recordedBy","identifiedBy","lifeStage","sex","locality","waterBody","waterBodyType","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferencedby","georeferenceProtocol","georeferenceSources","georeferenceRemarks","municipality","stateProvince","reference","gbifId","subcatchmentId"
"Ablabesmyia cinctipes (Johannsen, 1946)","Ablabesmyia","Chironomidae","Diptera","Insecta","Arthropoda",,,"MaterialCitation",,,"2013",,,,,"Meseta de San Felipe","","general freshwater",21.633333,-77.983333,"WGS84",4434,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Florida","Camagüey","Bello, O. C., Spies, M.,  Téllez, B. 2013. Estado del conocimiento de la familia Chironomidae (Insecta: Diptera) en Cuba. Dugesiana. 20: . http://repositorio.geotech.cu/jspui/handle/1234/2370                                                                                                                                                                                                      ",,422627991
"Alisotrichia alayoana Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda","National Museum of Natural History, Smithsonian Institution, Washington, D.C.",,"PreservedSpecimen","13","3","1973","L. Botosaneanu",,,"male","Baire, Río Mogote","Río Mogote","river",20.162852,-76.326235,"WGS84",3036,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Tercer Frente","Villa Clara","https://www.gbif.org/occurrence/1319038367","https://www.gbif.org/occurrence/1319038367",422858334
"Alisotrichia alayoana Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"1998","Fong, A",,"larva",,"Jaragua, Río Jaragua","Jaragua river","river",20.42835,-74.84076,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Moa","Holguín","Fong, A. 1998. Colección del Departamento de Biología. Departamento de Biología, Univerisdad de Oriente. Santiago de Cuba. ",,422811986
"Alisotrichia alayoana Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"2003","López, P.","López, P.","larva",,"El Oro de Guisa","El Oro river","river",20.09587,-76.61313,"WGS84",300,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Buey Arriba","Granma","López, P., C. Naranjo, J. L. Frenández, D. D. González, A. Trapero, J. Pérez. . 2004. Insectos acuáticos del Parque Nacional La Bayamesa, Cuba. Boletín de la Sociedad Entomológica Aragonesa. 35: 225−231. http://sea-entomologia.org/aracnet/12/03Cuba4.pdf                                                                                                                                                                                                         ",,422870701
"Alisotrichia alayoana Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"2003","Muñoz, S","Naranjo, J. C.","larva",,"Área Protegida Resolladero del Río Cuzco","Cuzco river","river",20.395634,-75.366128,"WGS84",2097,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"El Salvador","Guantánamo","Muñoz, S. C. Naranjo López, D. D. González, T. Imbert. 2009. Insectos acuáticos del Área Protegida Resolladero del río Cuzco
(Provincia Guantánamo, Cuba). Boletin de la Sociedad Entomológica Aragonesa. 44: 497-503. http://sea-entomologia.org/Publicaciones/PDF/BOLN44/497_503BSEA44RioCuzco.pdf                                                                                                                                                                             ",,422816927
"Alisotrichia alayoana Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation","18-27","6","2007","Hijuelo, Y., Lastre, J., Fonseca, A., Frómeta, L.","González, D.","larva",,"Río Turquino, a 4 km de la desembodacura","Turquino river","river",19.97506,-76.76043,"WGS84",500,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Santiago de Cuba","Hijuelo, Y., Lastre, J., Fonseca, A., Frómeta, L. 2007. Caracterización de los macroinvertebrados duleceacuícolas y calidad de las aguas de la parte baja del río Turquino. Departamento de Biología, Universidad de Oriente. Santiago de Cuba. ",,422891687
"Alisotrichia chiquitica Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda","National Museum of Natural History, Smithsonian Institution, Washington, D.C.",,"PreservedSpecimen","24","2","1973","L. Botosaneanu",,,"male","Baracoa, Río Jojo","Río Jojo","river",20.1239,-74.4825,"WGS84",1115,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Imías","Guantánamo","https://www.gbif.org/occurrence/1317555359","https://www.gbif.org/occurrence/1317555359",422865855
"Alisotrichia chiquitica Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"2003","López, P.","López, P.","larva",,"La Plata de Guisa(Parque Nacional La Bayamesa )",,"river",20.097139,-76.612714,"WGS84",252,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guisa","Granma","López, P., C. Naranjo, J. L. Frenández, D. D. González, A. Trapero, J. Pérez. . 2004. Insectos acuáticos del Parque Nacional La Bayamesa, Cuba. Boletín de la Sociedad Entomológica Aragonesa. 35: 225−231. http://sea-entomologia.org/aracnet/12/03Cuba4.pdf                                                                                                                                                                                                         ",,422870701
"Alisotrichia chiquitica Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"2003","Muñoz, S","Naranjo, J. C.","larva",,"Área Protegida Resolladero del Río Cuzco","Cuzco river","river",20.395634,-75.366128,"WGS84",2097,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"El Salvador","Guantánamo","Muñoz, S. C. Naranjo López, D. D. González, T. Imbert. 2009. Insectos acuáticos del Área Protegida Resolladero del río Cuzco
(Provincia Guantánamo, Cuba). Boletin de la Sociedad Entomológica Aragonesa. 44: 497-503. http://sea-entomologia.org/Publicaciones/PDF/BOLN44/497_503BSEA44RioCuzco.pdf                                                                                                                                                                             ",,422816927
"Alisotrichia chiquitica Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation","18-27","6","2007","Hijuelo, Y., Lastre, J., Fonseca, A., Frómeta, L.","González, D.","larva",,"Río Turquino, a 4 km de la desembodacura","Turquino river","river",19.97506,-76.76043,"WGS84",500,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Santiago de Cuba","Hijuelo, Y., Lastre, J., Fonseca, A., Frómeta, L. 2007. Caracterización de los macroinvertebrados duleceacuícolas y calidad de las aguas de la parte baja del río Turquino. Departamento de Biología, Universidad de Oriente. Santiago de Cuba. ",,422891687
"Alisotrichia chiquitica Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation","18-27","6","2007","Hijuelo, Y., Lastre, J., Fonseca, A., Frómeta, L.","González, D.","larva",,"Río Turquino, a 2 km de la desembodacura","Turquino river","river",19.9632,-76.75348,"WGS84",500,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Santiago de Cuba","Hijuelo, Y., Lastre, J., Fonseca, A., Frómeta, L. 2007. Caracterización de los macroinvertebrados duleceacuícolas y calidad de las aguas de la parte baja del río Turquino. Departamento de Biología, Universidad de Oriente. Santiago de Cuba. ",,422893139
"Alisotrichia cimarrona Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda","National Museum of Natural History, Smithsonian Institution, Washington, D.C.",,"PreservedSpecimen","3","5","1973","L. Botosaneanu",,,"male","Río Manantiales at Soroa     ","Manantiales river","river",22.793709,-83.007483,"WGS84",768,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Candelaria","Artemisa","https://www.gbif.org/occurrence/1320946020","https://www.gbif.org/occurrence/1320946020",399728414
"Alisotrichia flintiana Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda","National Museum of Natural History, Smithsonian Institution, Washington, D.C.",,"PreservedSpecimen","16","3","1973","L. Botosaneanu",,,"male","Matías, Río Mogote","Mogote river","river",20.162852,-76.326235,"WGS84",1132,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Tercer Frente","Santiago de Cuba","https://www.gbif.org/occurrence/1318687880","https://www.gbif.org/occurrence/1318687880",422858334
"Alisotrichia flintiana Botosaneanu, 1977 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"1998","Pérez, M., Rodríguez, O",,"larva",,"Sector D (por encima del Campismo El Salto del Río Jibacoa)","Jibacoa river","river",20.08972,-77.03845,"WGS84",275,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","Pérez, M., Rodríguez, O. 1998. Estudio de las cuencas de los Ríos Cautillo y Jibacoa. Bachelor degree thesis. Universidad de Oriente, Facultad de Ciencias Naturales y Matemáticas. ",,422871625
"Alisotrichia fundorai (Botosaneanu & Sýkora), 1973 ","Alisotrichia","Hydroptilidae","Trichoptera","Insecta","Arthropoda",,,"MaterialCitation","1","5","1969","L. Botosaneanu","L. Botosaneanu, J. Sykora",,"11 males, 6 females","Río Caburní, Topes de Collantes","Caburní river","river",21.920676,-80.004029,"WGS84",223,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","Botosaneanu, L., Sykora, J. L.. 1973. Sur quelques Trichoptères (Insecta: Trichoptera) de Cuba. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. Bucarest. 379-407",,422582455
"Americabaetis naranjoi (Kluge, 1992)","Americabaetis","Baetidae","Ephemeroptera","Insecta","Arthropoda",,,"MaterialCitation",,,"1991","Kluge, N. 1991",,,,"Yara",,"general freshwater",20.26893,-76.96419,"WGS84",592,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Yara","Granma","Kluge, N. 1991. Cuban mayflies of the family Baetidae (Ephemeroptera) I: Genera Callibaetis, Cloeodes and Paracloeodes. (In Russian)
. Zoologicheskii Zhurnal. 12: 128–135. NA",,422838689
"Americabaetis naranjoi (Kluge, 1992)","Americabaetis","Baetidae","Ephemeroptera","Insecta","Arthropoda",,,"MaterialCitation",,,"1991","Kluge, N. 1991",,,,"Manzanillo",,"general freshwater",20.35861,-77.08687,"WGS84",1000,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Manzanillo","Granma","Kluge, N. 1991. Cuban mayflies of the family Baetidae (Ephemeroptera) I: Genera Callibaetis, Cloeodes and Paracloeodes. (In Russian)
. Zoologicheskii Zhurnal. 12: 128–135. NA",,422823374
"Americabaetis naranjoi (Kluge, 1992)","Americabaetis","Baetidae","Ephemeroptera","Insecta","Arthropoda",,,"MaterialCitation",,,"1998","Pérez, M. y Rodríguez, O. 1998",,,,"Río Duaba, Baracoa","Duaba river","river",20.374886,-74.525793,"WGS84",320,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Baracoa","Guantánamo","Pérez, M., Rodríguez, O. 1998. Estudio de las cuencas de los Ríos Cautillo y Jibacoa. Bachelor degree thesis. Universidad de Oriente, Facultad de Ciencias Naturales y Matemáticas. ",,422820446
"Americabaetis naranjoi (Kluge, 1992)","Americabaetis","Baetidae","Ephemeroptera","Insecta","Arthropoda",,,"MaterialCitation",,,"1998","Cañizares, M. 1998",,,,"Imías",,"general freshwater",20.08576,-74.63355,"WGS84",2289,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Imías","Guantánamo","Cañizares, M. 1998. El Orden Ephemeroptera en Cuba. Bachelor degree thesis. Universidad de Oriente. ",,422872261
"Americabaetis naranjoi (Kluge, 1992)","Americabaetis","Baetidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_200","PreservedSpecimen","19","6","2002","Puerta",,,,"La Ceiba ","Táyaba river","river",21.82272,-79.97393,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Trinidad","Sancti Spíritus","newly published in this work",,422596715
"Americabaetis naranjoi (Kluge, 1992)","Americabaetis","Baetidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_209","MaterialCitation","22","6","2002","Bello",,,,"Cañada amarilla",,"general freshwater",21.67066,-77.58989,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Minas de Matahambre","Camagüey","Bello, O. C. 2004. Caracterización ecológica de la macrofauna del Río Máximo. Bachelor degree thesis. Facultad de Ciencias Naturales y Exactas, Universidad de Oriente. ",,422621843
"Anacaena debilis (Sharp 1882)","Anacaena","Hydrophilidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation","23","2","1973","V. Decu and St. Negrea","Spangler","6 adults",,"Arroyo de la Poa, at Sabanilla","Sabanilla river","river",20.289652,-74.471912,"WGS84",863,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid","coordinates are for Sabanilla river at La Poa Village, coordinate uncertainty to includes the closest streams north and south from La Poa","Baracoa","Guantánamo","Spangler, P. J. 1981. Suplement to the aquatic and semiaquatic Coleoptera of Cuba collected by the Biospeleological Expeditions to Cuba by the Academies of Science of Cuba and Romania. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. NA. ",,422834395
"Anacaena debilis (Sharp 1882)","Anacaena","Hydrophilidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation","21","3","1973","V. Decu","Spangler","1 adult",,"Baire. El Cayo ",,"general freshwater",20.2965,-76.32696,"WGS84",332,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Contramaestre","Santiago de Cuba","Spangler, P. J. 1981. Suplement to the aquatic and semiaquatic Coleoptera of Cuba collected by the Biospeleological Expeditions to Cuba by the Academies of Science of Cuba and Romania. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. NA. ",,422832818
"Anacaena debilis (Sharp 1882)","Anacaena","Hydrophilidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation","21","3","1973","V. Decu","Spangler","2 adults",,"Pozo Caliente, Río Contramaestre at Cruce de los Baños	  ","Contramaestre river","river",20.152752,-76.250994,"WGS84",1290,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid"," coordinates for Contramestre river at Cruce de los Baños, Pozo Caliente is a thermal source at Los Baños in Cruce de los Baños village (Orghidan et. 1977, page 33)","Tercer Frente","Santiago de Cuba","Spangler, P. J. 1981. Suplement to the aquatic and semiaquatic Coleoptera of Cuba collected by the Biospeleological Expeditions to Cuba by the Academies of Science of Cuba and Romania. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. NA. ",,422860010
"Anacaena debilis (Sharp 1882)","Anacaena","Hydrophilidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation","23","3","1973","L. Botosaneanu","Spangler","15 adults",,"Sabanilla ",,"general freshwater",20.25383,-74.46224,"WGS84",776,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Baracoa","Guantánamo","Spangler, P. J. 1981. Suplement to the aquatic and semiaquatic Coleoptera of Cuba collected by the Biospeleological Expeditions to Cuba by the Academies of Science of Cuba and Romania. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. NA. ",,422841457
"Anacaena debilis (Sharp 1882)","Anacaena","Hydrophilidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation","22","5","1973","L. Botosaneanu","Spangler","2 adults",,"Arroyo La Talega at Isla de la Juventud",,"river",21.740209,-82.745516,"WGS84",1327,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Isla de la Juventud",,"Spangler, P. J. 1981. Suplement to the aquatic and semiaquatic Coleoptera of Cuba collected by the Biospeleological Expeditions to Cuba by the Academies of Science of Cuba and Romania. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. NA. ",,400189032
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"6","1963","M. F.",,,,"Fontanar",,"general freshwater",23.023889,-82.408004,"WGS84",1319,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Boyeros","La Habana","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399633470
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"6","1964",,,,,"Arroyo Naranjo",,"river",23.051655,-82.333783,"WGS84",3036,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid","Coordinates for Reparto Eléctrico in Arroyo Naranjo municipality","Arroyo Naranjo","La Habana","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399624598
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"6","1971","Alayo, P.",,,,"Loma de Soroa",,"general freshwater",22.793512,-83.008771,"WGS84",587,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Candelaria","Artemisa","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399727684
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"8","1971",,,,,"Marianao",,"general freshwater",23.074666,-82.419456,"WGS84",2123,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Marianao","La Habana","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399619547
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"10","1981","de Armas, L. F., Hernández, L. R.",,,,"San Francisco",,"general freshwater",20.410503,-77.010716,"WGS84",1000,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Manzanillo","Granma","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,422814420
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_105","PreservedSpecimen","24","5","1998","Trapero",,"1 larva","1 male","Río Macaguaní, barrio La Playa","Macaguaní river","river",20.35066,-74.51195,"WGS84",428,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Baracoa","Guantánamo","newly published in this work",,422824039
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_280","PreservedSpecimen","7","2","2004","Trapero y Torres",,"1 larva","1 male","Laguna de Monte Iberia",,"pond",20.468816,-74.715094,"WGS84",70,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Baracoa","Guantánamo","newly published in this work",,422805643
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_552","PreservedSpecimen","22","2","2007","Torres",,"4 larvae","1 female, 3 male","Laguna de Monte Iberia",,"pond",20.468816,-74.715094,"WGS84",70,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Baracoa","Guantánamo","newly published in this work",,422805643
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2007","Trapero-Quintana, A., Reyes-Tur, B., Mateu, J.",,,,"Guásima, El Giro, Dos Palmas",,"pond",20.115377,-76.035779,"WGS84",352,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid","Coordinates for El Giro","Palma Soriano","Santiago de Cuba","Trapero-Quintana, A., Reyes-Tur, B., & Mateu, J. 2010. Distancia sobre el agua durante la emergencia en larvas de Odonata para tres cuerpos dulceacuícolas de Cuba Oriental. Dugesiana. 17: 103-111. https://doi.org/10.32870/dugesiana.v17i2.3947                                                                                                                                                                                                             ",,422867412
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_634","PreservedSpecimen","11","1","2008","Mateu",,"1 exuviae","1 female","El Giro, Dos Palmas",,"general freshwater",20.115377,-76.035779,"WGS84",352,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Palma Soriano","Santiago de Cuba","newly published in this work",,422867412
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","28","7","2018","Wayne Fidler",,,"male","Base Naval de Guantánamo",,"general freshwater",19.930326,-75.112893,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/14844794","https://www.gbif.org/occurrence/2397446002",422896785
"Anax amazili (Burmeister, 1839)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","22","10","2019","Wayne Fidler",,,"female","Base Naval de Guantánamo",,"general freshwater",19.92239,-75.130738,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/35141300","https://www.gbif.org/occurrence/2448003302",422897504
"Anax concolor Brauer ,1865 ","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"6","1971",,,,,"Cupeyal",,"river",20.363614,-74.969595,"WGS84",3036,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid","Coordinates for Palenque de Yateras","Yateras","Guantánamo","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,422822045
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"12","1961",,,,,"Ariguanabo",,"general freshwater",22.910142,-82.488889,"WGS84",1599,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid","Coordinates for Bosque de Ariguanabo in the river Ariguanabo","San Antonio de los Baños","Artemisa","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399676036
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"11","1962","Garcia, I.",,,,"Laguna de Ariguanabo","Ariguanabo lagoon","pond",22.937601,-82.520303,"WGS84",3639,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"San Antonio de los Baños","Artemisa","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399665313
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"3","1962","García, I.",,,,"Güines",,"general freshwater",22.837268,-82.026409,"WGS84",2516,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Güines","Mayabeque","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399708255
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"5","1962","Alayo, P.",,,,"Ciénaga de Zapata",,"wetland",22.350782,-81.385645,"WGS84",31810,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid","Coordinates for the center of Parque Nacional Ciénaga de Zapata","Ciénaga de Zapata","Matanzas","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,399924567
"Anax junius (Drury, 1770)","Anax","Aeshnidae","Odonata","Insecta","Arthropoda","Instituto de Ecología y Sistemática, La Habana",,"MaterialCitation",,"7","1971",,,,,"Cupeyal",,"river",20.363614,-74.969595,"WGS84",3036,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid","Coordinates for Palenque de Yateras","Yateras","Guantánamo","Reyes, E.,  A. Álvarez. 2001. Odonatos (Insecta) depositados en el Instituto de Ecología y Sistemática. Ciudad de La Habana. Cocuyo. 11: 11-15.                                                                                                                                                                                                                                                           ",,422822045
