species,family,order,class,phylum,kingdom,decimalLatitude,decimalLongitude,cubanendemic
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.192222,-74.8,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.192222,-74.8,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.188333,-75.235833,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.081111,-74.754444,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.071111,-74.678611,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.063611,-74.7875,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.061111,-74.782222,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.0575,-74.735833,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.055556,-74.696111,n
Rheumatobates_clanis,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,19.88782,-75.327092,n
Rheumatobates_meinerti,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.06,-74.746111,n
Rheumatobates_meinerti,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.050556,-74.731667,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.06,-74.746111,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.055,-74.610556,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.050556,-74.731667,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Metrobates_tumidus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.188333,-75.235833,n
Metrobates_tumidus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.081111,-74.754444,n
Metrobates_tumidus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.0575,-74.735833,n
Epilobocera_capolongoi,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,21.908683,-80.023764,y
Epilobocera_cubensis,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.658919,-74.941101,y
Epilobocera_synoecia,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,23.021232,-82.357378,y
Epilobocera_cubensis,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,22.267547,-80.141408,y
Epilobocera_cubensis,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,22.78816,-80.252255,y
Epilobocera_cubensis,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,22.170302,-80.021107,y
Epilobocera_synoecia,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,23.08422,-82.490535,y
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.016211,-77.025491,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Metrobates_tumidus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.055556,-74.696111,n
Rheumatobates_clanis,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.247778,-74.145833,n
Epilobocera_cubensis,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.091776,-75.526555,y
Epilobocera_synoecia,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,22.851878,-81.332932,y
Epilobocera_diazbeltrani,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.183369,-76.335309,y
Epilobocera_synoecia,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,22.813,-82.761,y
Atya_lanipes,Atyidae,Decapoda,Malacostraca,Arthropoda,Animalia,21.012698,-76.112186,n
Macrobrachium_carcinus,Palaemonidae,Decapoda,Malacostraca,Arthropoda,Animalia,21.012698,-76.112186,n
Macrobrachium_faustinum,Palaemonidae,Decapoda,Malacostraca,Arthropoda,Animalia,21.012698,-76.112186,n
Atya_lanipes,Atyidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.916497,-76.19982,n
Atya_innocous,Atyidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.916497,-76.19982,n
Macrobrachium_carcinus,Palaemonidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.916497,-76.19982,n
Macrobrachium_faustinum,Palaemonidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.916497,-76.19982,n
Rheumatobates_clanis,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.055556,-74.696111,n
Trepobates_taylori,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.081111,-74.754444,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.57552,-77.72821,n
Xiphocaris_gomezi,Atyidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.916497,-76.19982,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.921294,-80.00335,y
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.921294,-80.00335,y
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.20722,-84.05972,n
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Coryphaeschna_viriditas,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Erythemis_simplicicollis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Micrathyria_aequalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Tramea_onusta,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40061,-81.42685,n
Erythrodiplax_berenice,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.20858,-81.23647,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.20858,-81.23647,n
Macrodiplax_balteata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.20858,-81.23647,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.016211,-77.025491,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.20858,-81.23647,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.28024,-81.16326,n
Neoerythromma_cultellatum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.28024,-81.16326,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.28024,-81.16326,n
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Erythemis_simplicicollis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Xiphocaris_elongata,Atyidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.916497,-76.19982,n
Libellula_needhami,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.2325,-81.10673,n
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Erythemis_simplicicollis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Erythrodiplax_fervida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Ischnura_hastata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Libellula_needhami,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.411558,-81.642256,n
Dythemis_rufinervis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.82861,-84.89667,n
Dythemis_sterilis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.82861,-84.89667,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.82861,-84.89667,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.82861,-84.89667,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.82861,-84.89667,n
Tholymis_citrina,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.82861,-84.89667,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.82861,-84.89667,n
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.166389,-84.097778,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.166389,-84.097778,n
Brachymesia_furcata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.93694,-84.53306,n
Brachymesia_herbida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.93694,-84.53306,n
Dythemis_rufinervis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.93694,-84.53306,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.93694,-84.53306,n
Neoerythromma_cultellatum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.93694,-84.53306,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.93694,-84.53306,n
Protoneura_corculum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.93694,-84.53306,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.0375,-84.20194,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.0375,-84.20194,n
Nehalennia_minuta,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.92111,-84.34944,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.92111,-84.34944,n
Xiphocaris_gomezi,Atyidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.47368,-75.782729,y
Physella_acuta,Physidae,Basommatophora,Gastropoda,Mollusca,Animalia,23.018284,-82.346152,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.01063,-75.796386,n
Lestes_tenuatus,Lestidae,Odonata,Insecta,Arthropoda,Animalia,20.01063,-75.796386,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.522693,-74.704378,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.468816,-74.715094,n
Lestes_forficula,Lestidae,Odonata,Insecta,Arthropoda,Animalia,20.006661,-75.768581,n
Epilobocera_gilmanii,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,22.62117,-83.73963,y
Tarebia_granifera,Thiaridae,Sorbeoconcha,Gastropoda,Mollusca,Animalia,20.016211,-77.025491,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.96021,-84.27632,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.99794,-84.24308,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.9577,-82.4649,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,23.0789,-81.9176,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.5589,-83.3678,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.5448,-83.3546,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.5682,-83.3761,n
Trepobates_taylori,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Trepobates_taylori,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.055556,-74.696111,n
Merragata_hebroides,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.055,-74.610556,n
Merragata_hebroides,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Hydrometra_australis,Hydrometridae,Hemiptera,Insecta,Arthropoda,Animalia,20.061111,-74.782222,n
Hydrometra_australis,Hydrometridae,Hemiptera,Insecta,Arthropoda,Animalia,20.071111,-74.678611,n
Hydrometra_caraiba,Hydrometridae,Hemiptera,Insecta,Arthropoda,Animalia,20.192222,-74.8,n
Hydrometra_caraiba,Hydrometridae,Hemiptera,Insecta,Arthropoda,Animalia,20.050556,-74.731667,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.192222,-74.8,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.071111,-74.678611,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.063611,-74.7875,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.061111,-74.782222,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.055,-74.610556,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.048611,-74.884444,n
Mesovelia_mulsanti,Mesoveliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.247778,-74.145833,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.235833,-74.15,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.192222,-74.8,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.081111,-74.754444,n
Hydraena_guadelupensis,Hydraenidae,Coleoptera,Insecta,Arthropoda,Animalia,22.770304,-82.978959,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.02986,-76.037972,y
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.071111,-74.678611,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.063611,-74.7875,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.061111,-74.782222,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.0575,-74.735833,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.055556,-74.696111,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.055,-74.610556,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.050556,-74.731667,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.048611,-74.884444,n
Microvelia_cubana,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.062339,-74.618615,n
Microvelia_longipes,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.235833,-74.15,n
Platyvelia_brachialis,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.050556,-74.731667,n
Rhagovelia_collaris,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.192222,-74.8,n
Rhagovelia_collaris,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.081111,-74.754444,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.5948,-83.3721,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.73111,-82.6593,n
Cariboptila_poquita,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,20.3014,-74.2967,y
Cubanoptila_muybonita,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,20.251109,-74.462926,y
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.81,-83.02,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Erythrodiplax_fervida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Erythrodiplax_fervida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Gynacantha_nervosa,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Gynacantha_nervosa,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,21.92,-80.0033,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.91,-82.485,n
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Leptobasis_vacillans,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Leptobasis_vacillans,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.92,-80.0033,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.7312,-82.6594,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Miathyria_simplex,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.91,-82.485,n
Miathyria_marcella,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.91,-82.485,n
Micrathyria_didyma,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Micrathyria_didyma,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Micrathyria_dissocians,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Micrathyria_dissocians,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Ochrotrichia_ayaya,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,20.251109,-74.462926,y
Ochrotrichia_caramba,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,20.0117,-75.6269,y
Tramea_calverti,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.735,-79.9983,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.125,-80.32,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Chimarra_quina,Philopotamidae,Trichoptera,Insecta,Arthropoda,Animalia,20.4819,-75.8042,y
Chimarra_guapa,Philopotamidae,Trichoptera,Insecta,Arthropoda,Animalia,20.3014,-74.2967,y
Tarebia_granifera,Thiaridae,Sorbeoconcha,Gastropoda,Mollusca,Animalia,20.04391,-76.9119,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.905147,-83.17122,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,20.292193,-76.242197,n
Rhagovelia_collaris,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.071111,-74.678611,n
Rhagovelia_collaris,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.0575,-74.735833,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.437156,-79.896202,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,23.151806,-81.877315,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,23.120839,-82.138083,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,23.09861,-81.761866,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.77188,-82.76215,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.864221,-82.924853,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.765818,-82.856504,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.745753,-82.753071,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.050886,-80.050433,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.04391,-76.9119,y
Tarebia_granifera,Thiaridae,Sorbeoconcha,Gastropoda,Mollusca,Animalia,20.150443,-76.252507,n
Tarebia_granifera,Thiaridae,Sorbeoconcha,Gastropoda,Mollusca,Animalia,20.02899,-76.87688,n
Rhagovelia_collaris,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.055556,-74.696111,n
Rhagovelia_collaris,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,20.048611,-74.884444,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.247778,-74.145833,n
Limnogonus_franciscanus,Gerridae,Hemiptera,Insecta,Arthropoda,Animalia,20.235833,-74.15,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.9554,-82.4598,n
Girardia_sinensis,Dugesiidae,Tricladida,Rhabditophora,Platyhelminthes,Animalia,22.947136,-80.919018,n
Campsiophora_mulata,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,20.162852,-76.326235,y
Cariboptila_soltera,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,22.793709,-83.007483,y
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.793991,-83.011389,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.793991,-83.011389,n
Gynacantha_nervosa,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,22.793991,-83.011389,n
Hydroptila_selvatica,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,20.162852,-76.326235,y
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.793991,-83.011389,n
Ochrotrichia_islenia,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,21.740209,-82.745516,y
Oecetis_maspeluda,Leptoceridae,Trichoptera,Insecta,Arthropoda,Animalia,21.740209,-82.745516,y
Gynacantha_nervosa,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,20.049444,-75.818044,n
Ischnura_hastata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.116854,-76.165895,n
Oxyethira_campesina,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,20.162852,-76.326235,y
Hydraena_perkinsi,Hydraenidae,Coleoptera,Insecta,Arthropoda,Animalia,22.497033,-83.880956,y
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.907375,-80.047073,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.828947,-82.825365,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.785777,-82.796408,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.864221,-82.924853,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,20.073558,-75.814338,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.406667,-79.953056,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.60051,-83.420128,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.277035,-83.84143,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.28103,-83.850944,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.819307,-77.527018,n
Microvelia_pulchella,Veliidae,Hemiptera,Insecta,Arthropoda,Animalia,21.936501,-84.530944,n
Helicopsyche_comosa,Helicopsychidae,Trichoptera,Insecta,Arthropoda,Animalia,22.793709,-83.007483,y
Hagenulus_caligatus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,22.84197,-82.01415,y
Hagenulus_caligatus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,22.61578,-83.70903,y
Hagenulus_caligatus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,22.797003,-83.012461,y
Traverina_cubensis,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.435404,-75.710559,y
Traverina_cubensis,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.0919,-77.04137,y
Traverina_cubensis,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,22.797003,-83.012461,y
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.9554,-82.4598,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.94449,-84.42141,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.91529,-84.40659,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.89777,-84.35224,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.96021,-84.27632,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.99794,-84.24308,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.04391,-76.9119,n
Gundlachia_radiata,Planorbidae,Basommatophora,Gastropoda,Mollusca,Animalia,22.05679,-84.19008,n
