species,family,order,class,phylum,kingdom,decimalLatitude,decimalLongitude,cubanendemic
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.45712,-75.65889,y
Scapanea_frontalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.45712,-75.65889,n
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.45712,-75.65889,n
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.45712,-75.65889,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.584463,-75.737309,y
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.584463,-75.737309,y
Libellula_needhami,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.584463,-75.737309,n
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.584463,-75.737309,y
Erythrodiplax_berenice,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.601885,-75.649501,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.601885,-75.649501,y
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.601885,-75.649501,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.648953,-75.644967,y
Scapanea_frontalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.648953,-75.644967,n
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.648953,-75.644967,y
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.595768,-75.692514,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.435404,-75.710559,y
Scapanea_frontalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.435404,-75.710559,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.435404,-75.710559,y
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.449417,-75.768496,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.406261,-75.773328,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.64188,-75.68916,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.66172,-75.66582,y
Fallceon_longifolius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,19.97663,-76.3422,n
Fallceon_longifolius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,19.92039,-75.44014,n
Fallceon_longifolius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.06592,-75.56638,n
Fallceon_longifolius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.05389,-76.2827,n
Fallceon_longifolius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.26893,-76.96419,n
Fallceon_longifolius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.374886,-74.525793,n
Fallceon_longifolius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.27884,-74.47087,n
Fallceon_testudineus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,19.99358,-75.69604,y
Enallagma_civile,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.66172,-75.66582,n
Erythrodiplax_berenice,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.03021,-76.87375,n
Cloeodes_inferior,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.02899,-76.87688,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.648953,-75.644967,n
Dythemis_sterilis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.648953,-75.644967,n
Rhionaeschna_psilus,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Coryphaeschna_viriditas,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Gynacantha_nervosa,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Lestes_forficula,Lestidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Lestes_spumarius,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Macrodiplax_balteata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Micrathyria_hagenii,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Protoneura_corculum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Tholymis_citrina,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Tramea_calverti,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Tramea_onusta,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Triacanthagyna_septima,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Triacanthagyna_trifida,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Enacantha_caribbea,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Erythrodiplax_berenice,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.865862,-84.948917,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.085009,-76.185117,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.085009,-76.185117,n
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.085009,-76.185117,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.109108,-76.143789,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.094763,-76.185365,y
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.074027,-76.110674,y
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.105144,-76.152101,y
Cloeodes_superior,Baetidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.0165,-75.64443,n
Coryphaeschna_adnexa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.056674,-76.194016,n
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.182927,-76.034468,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.016211,-77.025491,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.054694,-76.145062,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.054694,-76.145062,n
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.054694,-76.145062,n
Farrodes_bimaculatus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.449417,-75.768496,y
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.054694,-76.145062,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.809833,-83.019833,y
Neoneura_carnatica,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.740565,-82.959119,y
Neoneura_carnatica,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.797003,-83.012461,y
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.221171,-76.006741,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.055,-76.197,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.79444,-83.00806,y
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.42835,-74.84076,y
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.522693,-74.704378,n
Xiphocentron_cubanum,Xiphocentridae,Trichoptera,Insecta,Arthropoda,Animalia,20.09525,-76.58091,y
Tricorythodes_sacculobranchis,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.02159,-76.86955,y
Erythrodiplax_berenice,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.02159,-76.86955,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.522693,-74.704378,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.516667,-79.6,n
Aphylla_caraiba,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.002938,-77.442409,n
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.002938,-77.442409,n
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.002938,-77.442409,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.46045,-79.31929,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.45077,-79.28264,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.45077,-79.28264,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40041,-79.1484,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40041,-79.1484,n
Tholymis_citrina,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.389291,-79.103181,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.42935,-79.23612,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.42935,-79.23612,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.03054,-76.87048,y
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.03054,-76.87048,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.02899,-76.87688,n
Scapanea_frontalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.02899,-76.87688,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.085803,-76.933666,y
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.085803,-76.933666,n
Scapanea_frontalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.03021,-76.87375,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.03331,-76.85908,y
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.11671,-76.95545,n
Erythrodiplax_berenice,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.04391,-76.9119,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.097139,-76.612714,y
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.27725,-76.46845,n
Miathyria_marcella,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.522693,-74.704378,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.05389,-76.2827,y
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.05389,-76.2827,n
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.05389,-76.2827,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.05389,-76.2827,n
Anax_junius,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,20.05389,-76.2827,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,19.959466,-75.60047,y
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.884699,-79.606626,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.884699,-79.606626,n
Epilobocera_cubensis,Pseudothelphusidae,Decapoda,Malacostraca,Arthropoda,Animalia,20.09783,-77.04571,y
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.884699,-79.606626,y
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.27725,-76.46845,n
Libellula_needhami,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.27725,-76.46845,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.27725,-76.46845,n
Aphylla_caraiba,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.27725,-76.46845,n
Sympetrum_illotum,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.27725,-76.46845,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.291142,-76.493071,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.31107,-76.516,n
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.31107,-76.516,n
Libellula_needhami,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.31107,-76.516,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.31107,-76.516,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.08972,-77.03845,y
Cubanoptila_purpurea,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,20.24914,-75.16648,y
Smicridea_comma,Hydropsychidae,Trichoptera,Insecta,Arthropoda,Animalia,20.384502,-76.652663,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.08972,-77.03845,n
Protoneura_capillaris,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.395634,-75.366128,y
Miathyria_marcella,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.395634,-75.366128,n
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.395634,-75.366128,y
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.09783,-77.04571,n
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.09783,-77.04571,n
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,21.82237,-79.95705,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.8216,-79.97584,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.002876,-75.806456,y
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.002876,-75.806456,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.002876,-75.806456,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.052069,-75.801388,y
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.052069,-75.801388,n
Anax_junius,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Brachymesia_herbida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Coryphaeschna_viriditas,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Dythemis_rufinervis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Dythemis_sterilis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Erythemis_simplicicollis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Erythrodiplax_fervida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Gynacantha_ereagris,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Gynacantha_nervosa,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Ischnura_hastata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Leptobasis_vacillans,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Miathyria_marcella,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Tholymis_citrina,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Tramea_calverti,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.102514,-79.398094,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.097822,-79.398266,n
Dythemis_sterilis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Ischnura_hastata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.070144,-81.030308,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.070144,-81.030308,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.070144,-81.030308,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.070144,-81.030308,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.070144,-81.030308,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.961389,-76.752778,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.961389,-76.752778,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.961389,-76.752778,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.961389,-76.752778,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.9625,-80.041389,n
Dythemis_sterilis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.473411,-83.865824,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.473411,-83.865824,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.473411,-83.865824,n
Sympetrum_illotum,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.473411,-83.865824,n
Dythemis_rufinervis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Progomphus_integer,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,20.047736,-75.863301,n
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.567029,-75.386809,y
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.042352,-76.660487,y
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,20.038396,-76.655271,y
Lestes_forficula,Lestidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Coryphaeschna_adnexa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Tauriphila_australis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.339253,-74.473241,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Enallagma_civile,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Aphylla_caraiba,Gomphidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Micrathyria_hagenii,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Sympetrum_illotum,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.547865,-83.83806,n
Dythemis_sterilis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.241533,-83.573572,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.241533,-83.573572,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.241533,-83.573572,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.241533,-83.573572,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.241533,-83.573572,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.241533,-83.573572,n
Scapanea_frontalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.910142,-82.488889,n
Micrathyria_aequalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.511459,-75.085556,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Erythrodiplax_fervida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Idiataphe_cubensis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Miathyria_marcella,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Micrathyria_didyma,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Micrathyria_dissocians,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Micrathyria_hagenii,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Tramea_onusta,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.545566,-77.705954,n
Enallagma_civile,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.073558,-75.814338,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.073558,-75.814338,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.1271,-79.97024,n
Neoneura_carnatica,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.1271,-79.97024,y
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.1271,-79.97024,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.1271,-79.97024,n
Protoneura_caligata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.1271,-79.97024,y
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.1271,-79.97024,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.04748,-75.86315,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.04748,-75.86315,n
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.04748,-75.86315,n
Telebasis_dominicana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.04748,-75.86315,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.04748,-75.86315,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.04748,-75.86315,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.047736,-75.863301,n
Enallagma_civile,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.047736,-75.863301,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.047736,-75.863301,n
Cubanoptila_purpurea,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,20.395634,-75.366128,y
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.047736,-75.863301,n
Dythemis_sterilis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
Brachymesia_herbida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
Dythemis_rufinervis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.35066,-74.51195,n
